"cancion","album","artista","fecha_lanz","isrc","ranking_hist","puntaje","spotify_streams","spotify_playlists","spotify_alcance","spotify_pop","youtube_views","youtube_likes","tiktok_posts","tiktok_likes","tiktok_views","youtube_alcance","apple_playlists","airplay_spins","sirius_spins","deezer_playlists","deezer_alcance","amazon_playlists","pandora_streams","pandora_stations","soundcloud_streams","shazam","tidal_pop","explicito"
"Quevedo: Bzrp Music Sessions","Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",NA,"44719","UYB282201028","92",161.7,"1,692,951,462",209.49,"88,591,675",78,1132539234,8795731,1212100,196608777,2054826154,"56,677,146","99",138.254,37,58,"5,211,955",65,"18,052,815",5.213,4099686,"6,836,893",NA
"Magnetic","SUPER REAL ME","ILLIT",NA,"USA2P2413259","93","161",255076355,"11.5",90584540,"86",202206901,2596912,NA,57656713,506476590,273521596,"67","4.7160000000000002",137,9,423.666,"44",220.481,"1.2070000000000001",556.784,659.825,NA,"0"
"Lollipop","EVERYBODY GO TO THE DISCOTEK","Darell",NA,"USSD12300307","94","158.2",275349653,"37.805999999999997",22826643,"70",347506860,1553295,4349700,321239621,4767676439,2676837761,"19","23.875",96,37,3780737,"29",5101044,"5.2759999999999998",NA,1245874,NA,"1"
"La Diabla","La Diabla - Single","Xavi",2023-02-12,"USA2P2357356","95","155.9",649404552,"27.544",47789063,"83",433839212,2750086,NA,414.833,10603563,1795939912,"29","16.286999999999999",462,34,16509806,"26",22603598,"29.401",NA,1380069,NA,"0"
"Boy's a Liar Pt. 2","Boy's a liar Pt. 2","PinkPantheress",2023-03-02,"GBAYE2300015","96","153.6",851085705,"129.047",50996176,"70",211810152,2461166,3502547,955272568,8781020473,806434641,"162","223.173",6.243,65,8655684,"130",10207007,"36.847000000000001",13896129,2580691,NA,"1"
"Snooze","SOS","SZA",2022-09-12,"USRC12204591","97","153.3",1013350808,"108.036",86470319,"84",390677417,2521214,402.338,97819766,887803828,560893301,"154","559.58900000000006",513,60,2707900,"61",74611167,"85.113",17702595,3129609,NA,"1"
"BELLAKEO","BELLAKEO","Peso Pluma",2023-07-12,"QMFMF2388143","98","153.1",359803580,"26.065000000000001",79152427,"86",369321334,1839225,720.8,74164945,874056250,4123457278,"40","16.952000000000002",69,63,18139662,"51",20058510,"7.2889999999999997",NA,1002835,NA,"1"
"Agora Hills","Scarlet","Doja Cat",NA,"USRC12301954","99","152.8",509653100,"66.218999999999994",67521533,NA,48045203,986.278,328.562,88846508,544437406,1561456615,"80","400.20600000000002",14,78,9341155,"39",23110274,"19.559000000000001",NA,4295361,NA,"1"
"Prada","Prada","cassï¿",2023-11-08,"GBCEN2300147","100","152.5",609699748,"128.49799999999999",160755092,"83",47611547,418.343,283.6,96934486,1090501901,113545664,"129","123.242",1.57,167,15480679,"100",1210830,"1.073",25956265,0,NA,"1"
"Montagem Rave Eterno","Montagem Rave Eterno","Dj Samir",2024-02-05,"GXD7G2413058","101","152.3",5157486,"470",2924720,NA,1278618,27.849,1100000,261,3900000,NA,"3",NA,NA,2,39.366,NA,NA,NA,NA,47.658,NA,"0"
"Lil Boo Thang","Lil Boo Thang","Paul Russell",NA,"USAR12300323","102","152.1",242070373,"37.17",74130983,"76",22907992,261.664,2553106,312997953,3832221658,15593731,"106","370.63499999999999",5.999,69,1792014,"79",84425715,"30.713000000000001",670.026,2219984,NA,"0"
"MONACO","nadie sabe lo que va a pasar maï¿½ï¿","Bad Bunny",NA,"QMFME2364182","103","150.7",478150858,"73.305999999999997",51842133,"78",113379734,1312763,1700998,182319546,2111289492,90954700,"78","35.33",39,56,15784760,"53",17823388,"12.664",4374049,2255465,NA,"1"
"Laxed (Siren Beat)","Laxed (Siren Beat)","Jawsh 685",NA,"USSM12002399","104","150.5",61382407,"7.24",1708319,"43",9977490,201.21,37726462,9239474,147837262,NA,"15","10.151999999999999",NA,5,59.317,"1",NA,NA,NA,3819161,NA,"0"
"(It Goes Like) Nanana - Edit","(It Goes Like) Nanana [Edit]","Peggy Gou",NA,"GBBKS2300080","105","150.4",460156070,"163.44900000000001",127827271,"77",8183226,98.257,530.103,65920648,1032799567,56004473,NA,"195.14",NA,102,3034022,"111",1132923,"1.3120000000000001",9451176,9279625,NA,"0"
"Training Season","Training Season","Dua Lipa",NA,"GBAHT2301078","106","148.9",251153869,"16.811",92985554,"76",66691067,961.957,102.884,34572688,431390500,2120552147,"162","180.71100000000001",57,127,33540073,"116",10305245,"3.7959999999999998",776.717,2047771,NA,"0"
"Type Shit","WE DON'T TRUST YOU","Future",NA,"USSM12402033","107","148.1",205206688,"28.064",84737651,"84",39453253,672.789,NA,NA,NA,232440923,"99","3.4319999999999999",45,41,2943724,"47",5897303,"4.5270000000000001",7571301,900.933,NA,"1"
"Armageddon","Armageddon - The 1st Album","aespa",NA,"KRA302400093","108","147.4",32942304,"1.262",26204483,"74",57861795,1257935,NA,NA,NA,29510774,"37","290",6,5,530.831,"33",21.869,"48",139.164,29.736,NA,"0"
"The Box","Please Excuse Me For Being Antisocial","Roddy Ricch",2019-06-12,"USAT21906978","109","146.6",1911559785,"317.34500000000003",87765033,"78",441257231,4829633,4930490,561201008,4574447121,2077511,"255","296.94799999999998",181,138,555.65,"28",295741432,"633.41399999999999",168458097,11988760,NA,"1"
"INDUSTRY BABY (feat. Jack Harlow)","INDUSTRY BABY (feat. Jack Harlow)","Lil Nas X",NA,"USSM12104539","110","145.3",2014959725,"354.83100000000002",87942438,"70",1003346208,16856186,1750366,915814897,9558947943,3191316960,"360","245.22800000000001",925,109,3242122,"74",75167268,"96.43",NA,12693846,NA,"1"
"Pedro","Pedro - Single","Jaxomy",NA,"DEE862400427","111","144.6",168145583,"27.654",159737263,"85",35008949,717.214,NA,NA,NA,39149568,"107","4.4480000000000004",NA,158,16345999,"54",39.577,"482",3634381,2408838,NA,"0"
"Fast Car","Gettin' Old","Luke Combs",NA,"US6XF2200436","112","144.5",518988585,"73.116",58391498,"80",107703759,768.813,354.036,74258021,924204888,103658014,"117","673.62900000000002",59,67,8306302,"104",184924061,"88.89",728.039,3108167,NA,"0"
"Bling-Bang-Bang-Born","Bling-Bang-Bang-Born","Creepy Nuts",2024-07-01,"JPU902305042","113","144",247399972,"22.222000000000001",13870528,"80",389540239,4392933,NA,22950364,296522040,1041035733,"53","807",NA,18,357.941,"17",537.267,"1.9279999999999999",NA,1069500,NA,"0"
"Aesthetic","Aesthetic","Tollan Kim",2022-04-03,"SGB502208576","114","144",5712985,"2.3109999999999999",535.908,"44",3120073,56.276,20114495,2452502310,33870791454,NA,"4","22",NA,4,1.397,"1",21.564,"81",NA,249.823,NA,"0"
"Sunflower - Spider-Man: Into the Spider-Verse","Sunflower (Spider-Man: Into the Spider-Verse)","Post Malone",NA,"USUM71814888","116","143.9",3358704125,"392.08199999999999",123917182,"79",2763188773,19410390,2714134,178829434,1597453878,484189798,"351","273.68299999999999",NA,86,809.352,"99",546367356,"906.81299999999999",NA,1569935,NA,"0"
"Hands","Hands","Dianï¿½",2022-01-08,"GBKPL2205333","115","143.9",126.914,"8",212,"1",2435813922,7208467,33,188,6.415,26630093,NA,"658",NA,0,NA,NA,NA,NA,NA,295,NA,"0"
"Saturn","Saturn - Single","SZA",NA,"USRC12400216","117","142.8",343090427,"21.103999999999999",154253718,"87",38173339,349.66,NA,NA,NA,196380893,"120","158.37799999999999",360,103,10995523,"87",11441987,"7.4960000000000004",166.254,745.798,NA,"0"
"Chegou a Hora de Ir para Cama (Playback)","3 Palavrinhas Vol.9 (Playback)","3 Palavrinhas",2024-04-06,"BXT622400190","118","142.4",NA,NA,NA,NA,39323383,44.223,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"0"
"Believer","Believer","Imagine Dragons",NA,"USUM71700626","119","142.2",3006226762,"335.88",89243475,"81",4495059988,42240881,5745117,453132709,5876458723,276194776,"226","253.78200000000001",388,118,1138425,"71",614578695,"844.30100000000004",2943611,21306706,NA,"0"
"WAIT FOR U (feat. Drake & Tems)","WAIT FOR U (feat. Drake & Tems)","Future",NA,"USSM12203789","120","141",787155930,"183.85",58397185,"77",357772653,2590835,931.66,95662104,836550889,3934416606,"150","463.66500000000002",1.308,32,399.388,"69",182315884,"53.326000000000001",48937045,3534164,NA,"1"
"I KNOW ?","UTOPIA","Travis Scott",NA,"USSM12305012","121","139.5",532605345,"128.53399999999999",31725858,"81",97958347,1237197,322.9,108595670,947194801,259363238,"46","107.637",57,33,1423258,"40",6334599,"8.7119999999999997",12785993,1861958,NA,"1"
"ANDO","ANDO","Jere Klein",NA,"QMDA72363047","122","139",292789738,"28.591000000000001",30905957,"72",406307035,809.942,1900606,68341852,872862858,1969191415,"11","1.754",NA,15,8391160,"1",764.473,"5.1680000000000001",NA,1195337,NA,"1"
"First Class","First Class","Jack Harlow",2022-08-04,"USAT22203024","123","138.6",818858244,"223.60900000000001",49586777,"71",231229581,2756840,1610614,624748318,6890780336,3849170813,"148","666.61500000000001",4.406,37,759.989,"77",117451442,"40.906999999999996",24111168,4244972,NA,"1"
"FE!N","UTOPIA","Travis Scott",NA,"USSM12305010","124","137.8",659010786,"129.923",93969186,"86",125203447,1990342,22.1,13787343,107398826,244390161,"87","37.314",361,46,2137898,"38",3029375,"6.51",14942955,1839283,NA,"1"
"Save Your Tears - Live","After Hours (Live At SoFi Stadium)","The Weeknd",2023-03-03,"USUG12301493","125","137.7",3913988,"545",1054122,"40",1577017938,9304666,NA,NA,NA,2651764724,NA,"25",NA,0,NA,NA,5.26,NA,NA,0,NA,"1"
"Losing Interest - Original Mix","Losing Interest (Original)","Goovex",2024-10-06,"CA5KR2465999","126","136.4",126247886,"5",5.973,"1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"0"
"I Ain't Worried","I Ainï¿½ï¿½ï¿½t Worried (Music From The Motion Pi""Top Gun: Maverick"")","OneRepublic",NA,"USUM72206227","127","136.2",1607421145,"212.40600000000001",160444270,"83",409785349,3326477,247.865,155593087,1825552705,2563240162,"267","523.90700000000004",3.418,111,4754372,"75",152770142,"49.622",NA,9091826,NA,"0"
"MI EX TENï¿½ï¿½A RA","MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA","KAROL G",2023-10-08,"USUG12305253","128","136.2",438796949,"23.959",34805394,"78",509727241,2202866,1223804,46080266,782582119,1337889706,"56","60.758000000000003",959,29,3457921,"38",38214505,"9.9320000000000004",62.622,865.444,NA,"0"
"Drained of Color","Drained of Color","Exhumed",NA,"US2642250302","129","134",158.627,"635",18.765,"16",2156140830,NA,9,422,4.484,1318392,NA,"29",NA,0,NA,NA,1.132,NA,NA,208,NA,"0"
"Mood (feat. iann dior)","Mood (feat. Iann Dior)","24kGoldn",NA,"USQX92003025","130","133",1867736006,"302.48599999999999",82611625,"76",747126783,10795292,2467227,160756733,1768836179,2069527154,"329","931.31600000000003",1.897,273,3821598,"85",240562062,"131.54",40756476,10228436,NA,"1"
"Dynamite","Dynamite","BTS",NA,"QM7282022872","131","132.3",1872577908,"144.619",51186002,"74",2638957320,62311179,3098499,662794945,5063720138,2199001119,"323","351.16899999999998",198,355,1888088,"98",NA,NA,NA,7896781,NA,"0"
"Looking Like a Wow End of Year 2023","Looking Like a Wow","WasteLand",2023-10-12,"GXBAV2381801","132","130.7",8.327,"3",8,NA,NA,NA,4200000,3646489,73318253,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,522,NA,"0"
"Someone You Loved","Breach","Lewis Capaldi",2018-08-11,"DEUM71807062","133","129.7",3427498835,"338.76299999999998",160553919,"82",2153701892,20891433,1940473,212007614,2161032034,2333853734,"408","600.21100000000001",381,502,4834088,"110",427212257,"357.54",NA,29266297,NA,"0"
"Acrï¿½ï¿½s","Acrï¿½ï¿½stico - Si","Shakira",2023-11-05,"USQX92302824","134","129.6",230849195,"23.091000000000001",12233221,"64",363082908,5135848,4897595,104580759,1551501289,150614267,"49","24.103000000000002",214,25,319.914,"33",23525446,"4.7050000000000001",NA,623.446,NA,"0"
"Made You Look","Takin' It Back","Meghan Trainor",NA,"USSM12204574","135","129.5",720720922,"74.295000000000002",89509926,"77",221078988,2557839,4687520,1252326407,15247253457,718932832,"108","412.68",5.869,43,1491347,"59",81828913,"36.462000000000003",NA,3086624,NA,"0"
"PHONK BRASILEIRO FRESCO (Slowed + Reverb)","PHONK BRASILEIRO FRESCO","DJ MOIGUS",NA,"QZMEQ2306756","136","129.4",1378494,"351",43.395,"34",1022331,22.739,7702832,90289248,1272592848,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,50.55,NA,"0"
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Shreya Ghoshal",NA,"INS182401602","137","129.1",2827545,"62",1433870,NA,54330074,801.621,NA,NA,NA,NA,NA,NA,NA,0,NA,"10",NA,NA,NA,5.62,NA,"0"
"vampire","vampire","Olivia Rodrigo",NA,"USUG12304091","138","128.9",998964097,"90.793000000000006",87801398,"18",113450524,2108657,394.64,152624014,1448207880,1111017294,"173","161.51300000000001",93,61,5239925,"128",28318435,"67.59",4296515,4872257,NA,"1"
"Casca de Bala","A Cara das Vaquejadas 3.0","Thullio Milionï¿½ï¿",2024-01-03,"BCAEW2400001","139","128.5",37157630,"2.052",30387641,"74",63418833,427.441,1600000,853.176,8850449,149589609,"11","190",NA,32,8460458,"11",NA,NA,NA,42.895,NA,"0"
"Back","Back","LOLA",2022-03-08,"UKQNV2100272","140","128",48.428,"92",15.747,"3",2123978358,5670850,111,102.828,735.317,NA,NA,"46",NA,0,NA,NA,NA,NA,NA,0,NA,"0"
"People","People - Single","Libianca",2022-05-12,"QZTB52268087","141","127.8",631955547,"121.82299999999999",45030006,"74",305998382,2647341,3168854,243797561,3233505931,704906130,"145","122.78100000000001",202,74,1217657,"54",9017480,"11.289",8026553,6121126,NA,"1"
"Jedag Jedug Capcut 2024","Jedag Jedug Capcut 2024","Afrian Af",2024-05-01,"ATR981312465","142","127.4",NA,"1",47,NA,NA,NA,3528100,37591836,688302023,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"1"
"Lady Killers II (Christoph Andersson Remix)","Lady Killers II (Christoph Andersson Remix)","G-Eazy",NA,"TCAIA2495220","143","127.3",94635338,"10.537000000000001",11716074,NA,944.314,17.943,1300000,182937084,1542242100,NA,"13",NA,2,0,NA,"8",684.557,"1.079",NA,1597467,NA,"1"
"I Don't Wanna Wait","I Don't Wanna Wait","David Guetta",2024-05-04,"UKWLG2400013","144","126.9",114574238,"10.564",180987712,"84",9134225,124.326,299,4419373,79796400,3117914,"87","86.813999999999993",159,128,35099280,"133",4503872,"442",422.718,0,NA,"0"
"Abc","Abc","J Ross",NA,"CLLU22300585","145","126.6",31.867,"5",5.1,"1",1538564650,2066653,NA,NA,NA,NA,NA,"174",NA,0,NA,NA,NA,NA,NA,1.178,NA,"0"
"La Bachata","La Bachata","Manuel Turizo",NA,"QZDYA1800087","146","126.2",1721045197,"156.941",97122096,"81",798827877,3379928,1614275,209367923,2596777974,420585933,"142","152.52199999999999",1.161,97,8709032,"133",47203290,"19.768999999999998",NA,4817885,NA,"0"
"ýýýýýýýýýýýýýýýýýýýýý","ýýýýýýýýýýýýýýýýýýýýý","FLI:P",2023-07-04,"FRX282306294","147","125.4",8028757,"1.972",488.653,"44",48533758,399.664,8800000,256186613,3985974550,6879573,"1","373",NA,0,NA,NA,NA,NA,NA,220.198,NA,"0"
"Peaches (feat. Daniel Caesar & Giveon)","Justice","Justin Bieber",NA,"USUM72102636","148","125.2",1612286123,"282.71899999999999",97390961,"74",1019256266,10280320,1404274,502778982,4702037810,2889452237,"348","569.28700000000003",789,342,2587713,"90",92111798,"90.597999999999999",NA,7848760,NA,"1"
"Don't Start Now","Don't Start Now","Dua Lipa",NA,"GBAHT1901121","149","124.6",2607121959,"270.23",143953432,"78",1201600884,10239198,4725570,414013363,3535661993,2374637534,"581","999.94100000000003",954,632,4254903,"118",313923242,"99.948999999999998",NA,13421701,NA,"0"
"Lucid Dreams","Lucid Dreams","Juice WRLD",2018-04-05,"USUG11800685","150","123.9",2548389305,"339.30599999999998",75858140,"78",987143411,9384427,1900813,44442433,338071383,274498079,"153","69.561999999999998",132,54,442.64,"36",259400789,"552.55200000000002",257459352,9308937,NA,"1"
"PROVENZA","PROVENZA","KAROL G",NA,"USUM72205906","151","123.8",1185929926,"103.026",64847502,"76",1229843060,5870729,1300337,251445963,2829294043,763687717,"115","130.15799999999999",688,75,7349218,"90",92136339,"29.370999999999999",NA,3397861,NA,"0"
"WAP (feat. Megan Thee Stallion)","WAP (feat. Megan Thee Stallion)","Cardi B",2020-07-08,"USAT22005111","152","123.4",1325725696,"171.255",53040559,"72",1329826741,15965491,8470921,1183499351,9539547626,181452145,"222","91.248999999999995",306,94,249.116,"50",184950173,"397.73099999999999",NA,4618794,NA,"1"
"SPOT!","SPOT!","ZICO",NA,"USA2P2421932","153","122.8",77757035,"3.407",35428519,"81",100148771,2531168,99.9,46645177,366905484,24981456,"27","1.861",51,2,151.901,"20",63.3,"98",NA,173.263,NA,"0"
"Family Matters","Family Matters","Drake",2024-03-05,"USUG12402984","154","122.7",72335127,"8.6959999999999997",36774031,"86",41492122,1034563,NA,NA,NA,166330702,"38","1.488",NA,16,1504365,"60",3065493,"2.302",2401049,283.217,NA,"1"
"Again","Missing","Kurochuu",2024-09-06,"CA5KR2466577","155","122.5",136237285,"2",2.19,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"0"
"Seven (feat. Latto) (Explicit Ver.)","Seven (feat. Latto)","Jung Kook",NA,"USA2P2330093","156","122.4",1673557134,"54.95",91343768,"80",397523735,10125293,341.522,114990786,761760624,1800517153,"86","23.713999999999999",861,54,5286388,"56",6442882,"4.3520000000000003",NA,2310409,NA,"1"
"Last Night","3 Songs At A Time Sampler","Morgan Wallen",NA,"USUG12300802","157","121.9",922010059,"107.18899999999999",61174155,"79",141852059,567.295,285.414,61112010,811685466,182412108,"106","18.364000000000001",1.846,7,33.712,"38",307115852,"200.65",13022144,2665347,NA,"1"
"Too Sweet","Unreal Unearth: Unheard","Hozier",NA,"IEACJ2300335","158","121.2",532012790,"22.396000000000001",130752527,"85",13119247,218.957,NA,NA,NA,NA,"235","6.952",NA,85,25307005,"108",NA,NA,119.813,2580089,NA,"0"
"Bad Habits","#NAME?","Ed Sheeran",2020-01-01,"GBAHS2100318","159","120.8",1754311538,"271.75799999999998",62218811,"74",958790883,7686994,1036355,225139300,2658904267,3526952174,"454","1,347,725",1.035,352,7318680,"136",269834154,"88.143000000000001",17144484,15886717,NA,"0"
"QLONA","MAï¿½ï¿½ANA SERï¿½ï¿½ BONITO (BICHOTA","KAROL G",2023-10-08,"USUG12305257","160","120.7",850810162,"56.103999999999999",79334561,"82",258553384,1174349,1167300,58820722,717259721,590681204,"72","39.951000000000001",4,57,7146260,"83",32210732,"12.492000000000001",NA,1537093,NA,"1"
"Leave The Door Open","Leave The Door Open","Bruno Mars",2021-05-03,"USAT22100906","161","120.1",1312168384,"248.79300000000001",50068571,"75",993324548,9537455,1503567,369280607,3350704343,2421128623,"308","557.86699999999996",309,120,1553392,"103",149304590,"91.366",NA,10288388,NA,"0"
"ýýýýýýýýýýýýýýýýýý","ýýýýýýýýýýýýýýý 3ýýýýýý ýýýýýýýýýýýýýýý","ýýýýýýýýýýýýýýý(ýýýýýýýýýýýýýýý)",2022-05-01,"JPKI02118106","162","119.5",548.408,"130",20.518,"24",1356336,17.701,1.8e+07,334009036,7041708832,NA,"1",NA,NA,0,NA,NA,NA,NA,NA,69.763,NA,"0"
"good 4 u","good 4 u","Olivia Rodrigo",NA,"USUG12101245","163","117.8",2167768056,"309.42099999999999",72787213,"79",773591065,11098007,1893481,1080682523,8186754429,2285796743,"355","4.835",1.283,98,1610293,"102",119030447,"170.03200000000001",19263268,0,NA,"1"
"bad guy","WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?","Billie Eilish",NA,"USUM71900764","164","117.7",2516804300,"296.73899999999998",113315017,"76",1779243626,26239833,3774645,177247662,1409756969,2066888119,"432","353.07600000000002",1.024,258,3123258,"174",229833113,"534.95799999999997",NA,18994040,NA,"0"
"Seï¿½ï¿½o","Shawn Mendes (Deluxe)","Shawn Mendes",NA,"USUM71911283","165","117.6",2738293818,"251.03299999999999",108433327,"74",2372399124,26919886,5815851,140938643,1859977153,2305437038,"380","531.89300000000003",378,570,2693006,"89",337815285,"426.55500000000001",NA,15254141,NA,"0"
"DESPECHï¿","DESPECHï¿","ROSALï¿½",NA,"USSM12207207","166","116.9",1003487432,"126.402",88024543,"73",621874255,2859234,2409247,476447290,6208638113,672233681,"152","175.614",1.077,105,6388819,"97",40988020,"6.1289999999999996",NA,3205234,NA,"1"
"ROCKSTAR (feat. Roddy Ricch)","BLAME IT ON BABY","DaBaby",NA,"USUM72007941","167","116.7",1638836101,"272.93299999999999",50425049,"70",1170441361,13667470,5241838,364560431,3869815694,201859518,"216","298.661",62,98,1699879,"47",245618280,"272.00200000000001",NA,7646337,NA,"1"
"Eyes Closed","Eyes Closed (Piano Version)","Ed Sheeran",NA,"GBAHS2201304","168","116.6",372423476,"44.73",21933393,"71",131308671,1074684,1102985,38959591,830123390,961201576,"132","644.97199999999998",287,32,1018314,"68",40613139,"6.9690000000000003",NA,2886987,NA,"0"
"I Remember Everything (feat. Kacey Musgraves)","I Remember Everything (feat. Kacey Musgraves)","Zach Bryan",NA,"USWB12304903","169","116.5",630373315,"70.400000000000006",105320547,"84",50938569,246.731,215.433,70110809,586454750,207483261,"95","83.414000000000001",35,47,9094602,"112",147144967,"33.058",5597165,1673932,NA,"0"
"Circles","Circles","Post Malone",NA,"USUM71915699","170","116",2481391466,"332.43700000000001",124491320,"80",1116323669,8490012,83.111,26892604,273522601,841624305,"355","1,015,731",413,311,1603280,"69",448494186,"212.17400000000001",NA,13634519,NA,"0"
"EL AMOR DE SU VIDA","EL AMOR DE SU VIDA","Grupo Frontera",2023-03-08,"DGA062382895","171","115.9",474590289,"24.890999999999998",25915889,"78",577930708,1569516,136.5,32754141,509287649,1484713132,"27","15.782999999999999",215,22,2762020,"27",44676754,"9.0939999999999994",774.895,1173817,NA,"0"
"About Damn Time","About Damn Time","Lizzo",NA,"USAT22202139","172","115.6",847025688,"104.05200000000001",47808065,"66",106024874,1080393,3030761,1522267606,15665483220,22274346,"215","1,024,138",2.826,143,1456203,"4",NA,NA,NA,5445721,NA,"1"
"Closer","Closer","The Chainsmokers",NA,"USQX91601347","173","114.6",2880536961,"285.38099999999997",129399627,"80",4086121880,22091228,1103074,100536756,514053404,467800052,"385","316.96499999999997",467,284,838.57,"78",819509308,"739.29600000000005",NA,16185008,NA,"0"
"FLOWER","ME","JISOO",NA,"KRA402300002","174","114.3",440364356,"26.106999999999999",15314737,"70",525156884,10820829,3411209,550993898,6724997940,68869541,"33","11.83",92,6,26.844,"35",1335366,"3.2629999999999999",NA,1058579,NA,"0"
"PERRO NEGRO","nadie sabe lo que va a pasar maï¿½ï¿","Bad Bunny",NA,"QMFME2364199","175","114.2",689181455,"61.137999999999998",90492257,"83",183381482,738.123,213.3,49332435,487440417,546833520,"67","32.506999999999998",175,51,13729294,"44",14039085,"3.6840000000000002",2473108,930.098,NA,"1"
